RC	UFI	UNI	LAT	LONG	DMS_LAT	DMS_LONG	MGRS	JOG	FC	DSG	PC	CC1	ADM1	POP	ELEV	CC2	NT	LC	SHORT_FORM	GENERIC	SORT_NAME_RO	FULL_NAME_RO	FULL_NAME_ND_RO	SORT_NAME_RG	FULL_NAME_RG	FULL_NAME_ND_RG	NOTE	MODIFY_DATE	DISPLAY	NAME_RANK	NAME_LINK	TRANSL_CD	NM_MODIFY_DATE	F_EFCTV_DT	F_TERM_DT
3	6314420	6483305	18.126111	5.206944	18:07:34N	5:12:25E	31QGA3351305538	NE31-08	L	RGN		NG	01				N				INTEGUEDIT	I-n-Téguêdit	I-n-Teguedit	INTEGUEDIT	I-n-Téguêdit	I-n-Teguedit		2006-06-27	1,2,3,4	1			1993-09-01		
3	6314882	6484031	16.055833	6.883611	16:03:21N	6:53:01E	32QKC7358376268	NE32-13	L	LCTY		NG	01				N				WALETEBRIK	Walétébrik	Waletebrik	WALETEBRIK	Walétébrik	Waletebrik		2006-06-27	1,2,3,4	1			1993-09-01		
3	6314884	6484033	16.115278	6.448056	16:06:55N	6:26:53E	32QKC2704483375	NE32-13	L	LCTY		NG	06				N				TCHIKOULEM	Tchikoulém	Tchikoulem	TCHIKOULEM	Tchikoulém	Tchikoulem		2006-06-27	1,2,3,4	1			1993-09-01		
3	6314889	6484038	16.448333	6.061389	16:26:54N	6:03:41E	32QJD8618820809	NE32-13	L	LCTY		NG	06				N				IRHAMAR	Irhamar	Irhamar	IRHAMAR	Irhamar	Irhamar		2006-06-27	1,2,3,4	1			1993-09-01		
3	6314896	6484045	16.295	6.415833	16:17:42N	6:24:57E	32QKD2384603315	NE32-13	L	LCTY		NG	06				N				INGAGAN	I-n-Gagan	I-n-Gagan	INGAGAN	I-n-Gagan	I-n-Gagan		2006-06-27	1,2,3,4	1			1993-09-01		
3	6314897	6484046	16.390556	6.488889	16:23:26N	6:29:20E	32QKD3178813797	NE32-13	L	LCTY		NG	06				N				TIMERHAGALIN	Timerhagalin	Timerhagalin	TIMERHAGALIN	Timerhagalin	Timerhagalin		2006-06-27	1,2,3,4	1			1993-09-01		
3	6314898	6484047	16.463611	6.556667	16:27:49N	6:33:24E	32QKD3912821796	NE32-13	L	LCTY		NG	06				N				TEKADE	Tékadé	Tekade	TEKADE	Tékadé	Tekade		2006-06-27	1,2,3,4	1			1993-09-01		
3	6314047	6445633	18.1875	7.222222	18:11:15N	7:13:20E	32QLF1197511841	NE32-05	L	LCTY		NG	01				N				OUFATIKIN	Oufatikin	Oufatikin	OUFATIKIN	Oufatikin	Oufatikin		2006-06-20	1,2,3,4	1			1993-09-01		
3	6314048	6445634	18.477222	7.185833	18:28:38N	7:11:09E	32QLF0844543946	NE32-05	L	LCTY		NG	01				N				TAFEGAK	Tafegak	Tafegak	TAFEGAK	Tafegak	Tafegak		2006-06-20	1,2,3,4	1			1993-09-01		
3	6314051	6445637	18.009444	7.782222	18:00:34N	7:46:56E	32QLE7108291654	NE32-06	L	LCTY		NG	01				N				ZIEKOT	Ziékot	Ziekot	ZIEKOT	Ziékot	Ziekot		2006-06-20	1,2,3,4	1			1993-09-01		
3	6314052	6445638	18.713889	7.553333	18:42:50N	7:33:12E	32QLF4746769788	NE32-06	L	LCTY		NG	01				N				AGALIOUK	Agaliouk	Agaliouk	AGALIOUK	Agaliouk	Agaliouk		2006-06-20	1,2,3,4	1			1993-09-01		
3	6314058	6445644	18.271667	7.845	18:16:18N	7:50:42E	32QLF7791120628	NE32-06	L	LCTY		NG	01				N				INTADENAWIN	I-n-Tadenawin	I-n-Tadenawin	INTADENAWIN	I-n-Tadenawin	I-n-Tadenawin		2006-06-20	1,2,3	1			1993-09-01		
3	6314060	6445646	18.131111	7.8675	18:07:52N	7:52:03E	32QLF8019305060	NE32-06	L	LCTY		NG	01				N				TELARLAK	Télarlak	Telarlak	TELARLAK	Télarlak	Telarlak		2006-06-20	1,2,3,4	1			1993-09-01		
3	6315657	6487879	16.973889	5.754167	16:58:26N	5:45:15E	31QGU9329778726	NE31-16	L	LCTY		NG	06				N				ESSAOUI	Essaoui	Essaoui	ESSAOUI	Essaoui	Essaoui		2006-11-06	1,2,3,4	1			1993-09-01		
3	6315659	6487881	17.033056	5.671389	17:01:59N	5:40:17E	31QGU8438785155	NE31-12	L	LCTY		NG	06				N				AFASSAS	Afassas	Afassas	AFASSAS	Afassas	Afassas		2006-06-30	1,2,3,4	1			1993-09-01		
3	6329764	6541057	16.182778	8.636667	16:10:58N	8:38:12E	32QMC6116289188	NE32-14	L	AREA		NG	01				N				TAGUEDOUFAT	Taguedoufat	Taguedoufat	TAGUEDOUFAT	Taguedoufat	Taguedoufat		2006-09-14	1,2,3,4	1			1993-09-01		
3	6331339	6542897	17.124167	7.078333	17:07:27N	7:04:42E	32QKD9555594301	NE32-09	L	LCTY		NG	01				N				IGHOURES	Ighoures	Ighoures	IGHOURES	Ighoures	Ighoures		2006-10-03	1,2	1			1993-09-01		
3	6331343	6542901	17.016389	7.124167	17:00:59N	7:07:27E	32QLD0031882325	NE32-09	L	LCTY		NG	01				N				IFOKANE	Ifokane	Ifokane	IFOKANE	Ifokane	Ifokane		2006-10-03	1,2	1			1993-09-01		
3	6331344	6542902	17.0725	7.206111	17:04:21N	7:12:22E	32QLD0910088453	NE32-09	L	LCTY		NG	01				N				EGHZA	Eghza	Eghza	EGHZA	Eghza	Eghza		2006-10-03	1,2	1			1993-09-01		
3	6331304	6542859	17.326944	7.641667	17:19:37N	7:38:30E	32QLE5565616233	NE32-10	L	LCTY		NG	01				N				TIDOGEY	Tidogéy	Tidogey	TIDOGEY	Tidogéy	Tidogey		2006-10-03	1,2,3,4	1			1993-09-01		
3	6331306	6542861	17.0075	7.785556	17:00:27N	7:47:08E	32QLD7072880785	NE32-10	L	LCTY		NG	01				N				ANKAF	Ankaf	Ankaf	ANKAF	Ankaf	Ankaf		2006-10-03	1,2,3,4	1			1993-09-01		
3	6331316	6542873	17.121944	7.345278	17:07:19N	7:20:43E	32QLD2396093794	NE32-09	L	LCTY		NG	01				N				ILEGHITENE	Ileghitene	Ileghitene	ILEGHITENE	Ileghitene	Ileghitene		2006-10-03	1,2	1			1993-09-01		
3	6331328	6542886	17.048056	7.270833	17:02:53N	7:16:15E	32QLD1596685686	NE32-09	L	RGN		NG	01				N				TCHIMBOURAGHENE	Tchi-m-Bouraghene	Tchi-m-Bouraghene	TCHIMBOURAGHENE	Tchi-m-Bouraghene	Tchi-m-Bouraghene		2006-10-03	1,2	1			1993-09-01		
3	6331331	6542889	17.225556	7.073611	17:13:32N	7:04:25E	32QKE9516405527	NE32-09	L	LCTY		NG	01				N				TIMEKERJAJ	Timekerjaj	Timekerjaj	TIMEKERJAJ	Timekerjaj	Timekerjaj		2006-10-03	1,2	1			1993-09-01		
3	6314923	6484072	16.973889	6.369722	16:58:26N	6:22:11E	32QKD1990478544	NE32-13	L	LCTY		NG	01				N				ABEDOKROU	Abédokrou	Abedokrou	ABEDOKROU	Abédokrou	Abedokrou		2006-06-27	1,2,3,4	1			1993-09-01		
3	6314928	6484077	16.968333	6.513889	16:58:06N	6:30:50E	32QKD3525777729	NE32-13	L	LCTY		NG	01				N				TINZRENIN	Ti-n-Zrénin	Ti-n-Zrenin	TINZRENIN	Ti-n-Zrénin	Ti-n-Zrenin		2006-06-27	1,2,3,4	1			1993-09-01		
3	6314929	6484078	16.969167	6.579444	16:58:09N	6:34:46E	32QKD4224277734	NE32-13	L	LCTY		NG	01				N				ANYOKAN	Anyokan	Anyokan	ANYOKAN	Anyokan	Anyokan		2006-06-27	1,2,3,4	1			1993-09-01		
3	6314930	6484079	16.918611	6.577222	16:55:07N	6:34:38E	32QKD4193672140	NE32-13	L	LCTY		NG	01				N				TIOURARE	Tiouraré	Tiourare	TIOURARE	Tiouraré	Tiourare		2006-06-27	1,2,3,4	1			1993-09-01		
3	6314931	6484080	16.763889	6.6	16:45:50N	6:36:00E	32QKD4415654982	NE32-13	L	LCTY		NG	01				N				ERAKJABAR	Érakjabar	Erakjabar	ERAKJABAR	Érakjabar	Erakjabar		2006-06-27	1,2,3,4	1			1993-09-01		
3	6314936	6484085	16.832778	6.757778	16:49:58N	6:45:28E	32QKD6106962411	NE32-13	L	LCTY		NG	01				N				INTERLAMIN	I-n-Terlamin	I-n-Terlamin	INTERLAMIN	I-n-Terlamin	I-n-Terlamin		2006-06-27	1,2,3,4	1			1993-09-01		
3	6329870	6541239	16.957778	7.254444	16:57:28N	7:15:16E	32QLD1413275710	NE32-13	L	LCTY		NG	01				N				TEGOURA	Tégoura	Tegoura	TEGOURA	Tégoura	Tegoura		2006-09-15	1,2,3,4	1			1993-09-01		
3	6329872	6541241	16.969444	7.347222	16:58:10N	7:20:50E	32QLD2402476916	NE32-13	L	AREA		NG	01				N				TEGAGIL	Tégagil	Tegagil	TEGAGIL	Tégagil	Tegagil		2006-09-15	1,2,3,4	1			1993-09-01		
3	6314398	6483276	18.58	5.423611	18:34:48N	5:25:25E	31QGA5577956081	NE31-08	L	LCTY		NG	01				N				ITINERAIRE	Itinéraire	Itineraire	ITINERAIRE	Itinéraire	Itineraire		2006-06-27	1,2,3,4	1			1993-09-01		
3	6314401	6483279	18.788333	5.778889	18:47:18N	5:46:44E	31QGA9293779696	NE31-08	L	RGN		NG	01				N				TESSATARHANET	Téssa Tarhanet	Tessa Tarhanet	TESSATARHANET	Téssa Tarhanet	Tessa Tarhanet		2006-06-27	1,2,3	1			1993-09-01		
3	6314404	6483282	18.328611	5.518056	18:19:43N	5:31:05E	31QGA6613928382	NE31-08	L	RGN		NG	01				N				CAHABELBAGRA	Câhab el Bagra	Cahab el Bagra	CAHABELBAGRA	Câhab el Bagra	Cahab el Bagra		2006-06-27	1,2,3,4	1			1993-09-01		
3	6314407	6483285	18.330278	5.352778	18:19:49N	5:21:10E	31QGA4866028333	NE31-08	L	RGN		NG	01				N				ARHLALNEKLA	Arhlal-n-Ekla	Arhlal-n-Ekla	ARHLALNEKLA	Arhlal-n-Ekla	Arhlal-n-Ekla		2006-06-27	1,2,3	1			1993-09-01		
3	6314410	6483288	18.788333	5.778889	18:47:18N	5:46:44E	31QGA9293779696	NE31-08	L	RGN		NG	01				N				ABRAIKA	Abraïka	Abraika	ABRAIKA	Abraïka	Abraika		2006-06-27	1,2,3,4	1			1993-09-01		
3	6314410	6483289	18.788333	5.778889	18:47:18N	5:46:44E	31QGA9293779696	NE31-08	L	RGN		NG	01				V				TESSATAGHANET	Téssa Taghanet	Tessa Taghanet	TESSATAGHANET	Téssa Taghanet	Tessa Taghanet		2006-06-27	1,2,3,4				1993-09-01		
3	6314412	6483293	18.678889	5.821667	18:40:44N	5:49:18E	31QGA9764167646	NE31-08	L	RGN		NG	01				N				EKADEMELLENE	Ékadé Mellene	Ekade Mellene	EKADEMELLENE	Ékadé Mellene	Ekade Mellene		2006-06-27	1,2,3,4	1			1993-09-01		
3	6331285	6542837	17.051944	7.713056	17:03:07N	7:42:47E	32QLD6304285752	NE32-10	L	AREA		NG	01				N				TJENZENFAL	Tjenzenfal	Tjenzenfal	TJENZENFAL	Tjenzenfal	Tjenzenfal		2006-10-03	1,2,3,4	1			1993-09-01		
3	6315596	6487817	17.498889	5.854444	17:29:56N	5:51:16E	31QHV0312437018	NE31-12	L	LCTY		NG	01				N				IDEBNANE	Idebnâne	Idebnane	IDEBNANE	Idebnâne	Idebnane		2006-06-30	1,2,3,4	1			1993-09-01		
3	6315598	6487819	17.503056	5.7375	17:30:11N	5:44:15E	31QGV9069137297	NE31-12	L	AREA		NG	01				N				AGOUDELRES	Agoudèlrès	Agoudelres	AGOUDELRES	Agoudèlrès	Agoudelres		2006-06-30	1,2,3,4	1			1993-09-01		
3	6334955	6547745	16.329444	5.722778	16:19:46N	5:43:22E	31QGU9092507322	NE31-16	L	LCTY		NG	06				N				ANDERES	Andéres	Anderes	ANDERES	Andéres	Anderes		2006-11-06	1,2,3,4	1			1993-09-01		
3	6334956	6547746	16.359722	5.710833	16:21:35N	5:42:39E	31QGU8960310657	NE31-16	L	LCTY		NG	06				N				BOUZOUS	Bouzous	Bouzous	BOUZOUS	Bouzous	Bouzous		2006-11-06	1,2,3,4	1			1993-09-01		
3	6334958	6547748	16.391667	5.781667	16:23:30N	5:46:54E	31QGU9712714297	NE31-16	L	LCTY		NG	06				N				AZAOUAR	Azaouar	Azaouar	AZAOUAR	Azaouar	Azaouar		2006-11-06	1,2,3,4	1			1993-09-01		
3	6334963	6547753	16.293056	5.848611	16:17:35N	5:50:55E	31QHU0443603476	NE31-16	L	LCTY		NG	06				N				AJIAN	Ajian	Ajian	AJIAN	Ajian	Ajian		2006-11-06	1,2,3,4	1			1993-09-01		
3	6334975	6547765	16.236667	5.757778	16:14:12N	5:45:28E	31QGT9480697099	NE31-16	L	LCTY		NG	06				N				BALARBALAR	Balarbalar	Balarbalar	BALARBALAR	Balarbalar	Balarbalar		2006-11-06	1,2,3,4	1			1993-09-01		
3	6334977	6547767	16.127222	5.894722	16:07:38N	5:53:41E	31QHT0962685182	NE31-16	L	LCTY		NG	06				N				INFOULALENE	I-n-Foulalene	I-n-Foulalene	INFOULALENE	I-n-Foulalene	I-n-Foulalene		2006-11-06	1,2,3,4	1			1993-09-01		
3	6315564	6487782	17.098056	5.567222	17:05:53N	5:34:02E	31QGU7319792203	NE31-12	L	LCTY		NG	06				N				TAMELLET	Ta-Mellet	Ta-Mellet	TAMELLET	Ta-Mellet	Ta-Mellet		2006-06-30	1,2,3,4	1			1993-09-01		
3	6315572	6487792	17.803611	5.670556	17:48:13N	5:40:14E	31QGV8310770476	NE31-12	L	RGN		NG	01				N				INAFIR	I-n-Afir	I-n-Afir	INAFIR	I-n-Afir	I-n-Afir		2006-06-30	1,2,3,4	1			1993-09-01		
3	6315575	6487795	17.920833	5.270278	17:55:15N	5:16:13E	31QGV4049682894	NE31-12	L	RGN		NG	01				N				INTABAKAT	I-n-Tabakat	I-n-Tabakat	INTABAKAT	I-n-Tabakat	I-n-Tabakat		2006-06-30	1,2,3,4	1			1993-09-01		
3	6329873	6541242	16.976111	7.429722	16:58:34N	7:25:47E	32QLD3281677581	NE32-13	L	AREA		NG	01				N				TEFAKAN	Téfakan	Tefakan	TEFAKAN	Téfakan	Tefakan		2006-09-15	1,2,3,4	1			1993-09-01		
3	6329876	6541245	16.969167	7.516111	16:58:09N	7:30:58E	32QLD4200976741	NE32-14	L	LCTY		NG	01				N				AZOG	Azog	Azog	AZOG	Azog	Azog		2006-09-15	1,2	1			1993-09-01		
3	6329881	6541250	16.838056	7.744167	16:50:17N	7:44:39E	32QLD6620262065	NE32-14	L	LCTY		NG	01				N				AGHAL	Aghal	Aghal	AGHAL	Aghal	Aghal		2006-09-15	1,2	1			1993-09-01		
3	6329883	6541252	16.8875	7.602222	16:53:15N	7:36:08E	32QLD5111567637	NE32-14	L	LCTY		NG	01				N				TEKNEOUINE	Têknéouîne	Tekneouine	TEKNEOUINE	Têknéouîne	Tekneouine		2006-09-15	1,2	1			1993-09-01		
3	6334917	6547707	16.101944	5.036944	16:06:07N	5:02:13E	31QGT1786481286	NE31-16	L	LCTY		NG	06				N				INTARODE	I-n-Tarodé	I-n-Tarode	INTARODE	I-n-Tarodé	I-n-Tarode		2006-11-06	1,2,3,4	1			1993-09-01		
3	6334918	6547708	16.155833	5.180278	16:09:21N	5:10:49E	31QGT3313887408	NE31-16	L	LCTY		NG	06				N				TIEGOMZAL	Tiégomzal	Tiegomzal	TIEGOMZAL	Tiégomzal	Tiegomzal		2006-11-06	1,2,3,4	1			1993-09-01		
3	6330200	6541623	17.0075	6.910833	17:00:27N	6:54:39E	32QKD7759081571	NE32-09	L	LCTY		NG	01				N				TIEMOUKEL	Tiémoukel	Tiemoukel	TIEMOUKEL	Tiémoukel	Tiemoukel		2006-09-19	1,2,3,4	1			1993-09-01		
3	6330201	6541624	17.63	6.333889	17:37:48N	6:20:02E	32QKE1709251246	NE32-09	L	LCTY		NG	01				N				GEFEDRIN	Géfédrin	Gefedrin	GEFEDRIN	Géfédrin	Gefedrin		2006-09-19	1,2,3,4	1			1993-09-01		
3	6330202	6541625	17.526389	6.181111	17:31:35N	6:10:52E	32QKE0069940007	NE32-09	L	AREA		NG	01				N				IGHAZEROUANAGADES	Ighazér-Ouan-Agadès	Ighazer-Ouan-Agades	IGHAZEROUANAGADES	Ighazér-Ouan-Agadès	Ighazer-Ouan-Agades		2006-09-19	1,2,3	1			1993-09-01		
3	6330204	6541627	17.235278	6.278333	17:14:07N	6:16:42E	32QKE1057107621	NE32-09	L	LCTY		NG	01				N				INGOUCHOUL	I-n-Gouchoul	I-n-Gouchoul	INGOUCHOUL	I-n-Gouchoul	I-n-Gouchoul		2006-09-19	1,2,3	1			1993-09-01		
3	6330205	6541628	17.229722	6.816111	17:13:47N	6:48:58E	32QKE6777806280	NE32-09	L	LCTY		NG	01				N				AKENZIGI	Akénzigi	Akenzigi	AKENZIGI	Akénzigi	Akenzigi		2006-09-19	1,2,3,4	1			1993-09-01		
3	6330207	6541630	17.684167	6.253333	17:41:03N	6:15:12E	32QKE0862657366	NE32-09	L	AREA		NG	01				N				INABANGAGHIT	I-n-Abangaghit	I-n-Abangaghit	INABANGAGHIT	I-n-Abangaghit	I-n-Abangaghit		2006-09-19	1,2,3,4	1			1993-09-01		
3	6330207	6541631	17.684167	6.253333	17:41:03N	6:15:12E	32QKE0862657366	NE32-09	L	AREA		NG	01				V				INABANGARHIT	In Abangarhit	In Abangarhit	INABANGARHIT	In Abangarhit	In Abangarhit		2006-09-19	1,2,3,4				1993-09-01		
3	6331647	6543268	17.2225	4.722778	17:13:21N	4:43:22E	31QFV8318304985	NE31-12	L	LCTY		NG	06				N				TEKNEOUINE	Teknéouine	Tekneouine	TEKNEOUINE	Teknéouine	Tekneouine		2006-10-13	1,2,3,4	1			1993-09-01		
3	6329942	6541311	16.385556	7.062222	16:23:08N	7:03:44E	32QKD9304312572	NE32-13	L	LCTY		NG	01				N				GADAMBO	Gadambo	Gadambo	GADAMBO	Gadambo	Gadambo		2006-09-15	1,2,3,4	1			1993-09-01		
3	6329946	6541315	16.491667	7.460556	16:29:30N	7:27:38E	32QLD3568523949	NE32-13	L	LCTY		NG	01				N				MARANDET	Marandét	Marandet	MARANDET	Marandét	Marandet		2006-09-15	1,2,3,4	1			1993-09-01		
3	6329947	6541316	16.376667	7.366667	16:22:36N	7:22:00E	32QLD2555811302	NE32-13	L	AREA		NG	01				N				CHITAKAMIN	Chitakamin	Chitakamin	CHITAKAMIN	Chitakamin	Chitakamin		2006-09-15	1,2,3,4	1			1993-09-01		
3	6329949	6541318	16.298333	7.491944	16:17:54N	7:29:31E	32QLD3887702531	NE32-13	L	LCTY		NG	01				N				TEROUMBOUTEN	Téroumboutén	Teroumbouten	TEROUMBOUTEN	Téroumboutén	Teroumbouten		2006-09-15	1,2,3,4	1			1993-09-01		
3	6329965	6541334	16.478056	7.978333	16:28:41N	7:58:42E	32QLD9094922092	NE32-14	L	LCTY		NG	01				N				INEGEN	Inegen	Inegen	INEGEN	Inegen	Inegen		2006-09-15	1,2,3,4	1			1993-09-01		
3	6331610	6543231	17.642778	4.945556	17:38:34N	4:56:44E	31QGV0640551727	NE31-12	L	LCTY		NG	06				N				SEDERLI	Sédèrli	Sederli	SEDERLI	Sédèrli	Sederli		2006-10-13	1,2,3,4	1			1993-09-01		
3	6331612	6543233	17.650278	4.845278	17:39:01N	4:50:43E	31QFV9575552450	NE31-12	L	LCTY		NG	06				N				INAROUINAT	I-n-Arouinat	I-n-Arouinat	INAROUINAT	I-n-Arouinat	I-n-Arouinat		2006-10-13	1,2,3,4	1			1993-09-01		
3	6331627	6543248	17.578889	4.780556	17:34:44N	4:46:50E	31QFV8896244483	NE31-12	L	AREA		NG	06				N				TAKENEBAOUAT	Takene Baouat	Takene Baouat	TAKENEBAOUAT	Takene Baouat	Takene Baouat		2006-10-13	1,2,3,4	1			1993-09-01		
3	6331629	6543250	17.518889	4.6175	17:31:08N	4:37:03E	31QFV7171037688	NE31-12	L	LCTY		NG	06				N				OKDEFKOUJIL	Okdèfkoujil	Okdefkoujil	OKDEFKOUJIL	Okdèfkoujil	Okdefkoujil		2006-10-13	1,2,3,4	1			1993-09-01		
3	6334940	6547730	16.552222	5.148611	16:33:08N	5:08:55E	31QGU2928731246	NE31-16	L	LCTY		NG	06				N				TIFATARATINE	Ti-Fataratine	Ti-Fataratine	TIFATARATINE	Ti-Fataratine	Ti-Fataratine		2006-11-06	1,2,3,4	1			1993-09-01		
3	6334941	6547731	16.601389	5.376667	16:36:05N	5:22:36E	31QGU5357036963	NE31-16	L	LCTY		NG	06				N				MADALMELLET	Madal Mellet	Madal Mellet	MADALMELLET	Madal Mellet	Madal Mellet		2006-11-06	1,2,3,4	1			1993-09-01		
3	6334946	6547736	16.072222	5.867778	16:04:20N	5:52:04E	31QHT0682779051	NE31-16	L	LCTY		NG	06				N				FARADIOU	Faradiou	Faradiou	FARADIOU	Faradiou	Faradiou		2006-11-06	1,2,3,4	1			1993-09-01		
3	6334948	6547738	16.329167	5.658056	16:19:45N	5:39:29E	31QGU8400607200	NE31-16	L	LCTY		NG	06				N				TAMOUZOULOU	Tamouzoulou	Tamouzoulou	TAMOUZOULOU	Tamouzoulou	Tamouzoulou		2006-11-06	1,2,3,4	1			1993-09-01		
3	6329921	6541290	16.755278	7.875	16:45:19N	7:52:30E	32QLD8009152822	NE32-14	L	AREA		NG	01				N				AFAKEN	Afakén	Afaken	AFAKEN	Afakén	Afaken		2006-09-15	1,2,3,4	1			1993-09-01		
3	6329922	6541291	16.751389	7.778889	16:45:05N	7:46:44E	32QLD6984352453	NE32-14	L	LCTY		NG	01				N				AFAKEN	Afakén	Afaken	AFAKEN	Afakén	Afaken		2006-09-15	1,2,3,4	1			1993-09-01		
3	6329924	6541293	16.506944	7.986667	16:30:25N	7:59:12E	32QLD9185525284	NE32-14	L	LCTY		NG	01				N				BOUBALO	Boubalo	Boubalo	BOUBALO	Boubalo	Boubalo		2006-09-15	1,2,3,4	1			1993-09-01		
3	6329926	6541295	16.633056	7.578889	16:37:59N	7:34:44E	32QLD4842839501	NE32-14	L	LCTY		NG	01				N				TOROUF	Torouf	Torouf	TOROUF	Torouf	Torouf		2006-09-15	1,2,3,4	1			1993-09-01		
3	6334879	6547669	16.654167	5.933611	16:39:15N	5:56:01E	31QHU1294543595	NE31-16	L	LCTY		NG	06				N				IMBEMBE	Imbèmbé	Imbembe	IMBEMBE	Imbèmbé	Imbembe		2006-11-06	1,2,3,4	1			1993-09-01		
3	6334882	6547672	16.439444	5.965278	16:26:22N	5:57:55E	31QHU1667719866	NE31-16	L	LCTY		NG	06				N				INFERASSENE	I-n- Férassene	I-n- Ferassene	INFERASSENE	I-n- Férassene	I-n- Ferassene		2006-11-06	1,2,3,4	1			1993-09-01		
3	6334883	6547673	16.443333	5.875833	16:26:36N	5:52:33E	31QHU0711120158	NE31-16	L	LCTY		NG	06				N				TEMERANE	Témérane	Temerane	TEMERANE	Témérane	Temerane		2006-11-06	1,2,3,4	1			1993-09-01		
3	6334889	6547679	16.448611	5.758056	16:26:55N	5:45:29E	31QGU9451720568	NE31-16	L	LCTY		NG	06				N				INTASME	I-n-Tasmé	I-n-Tasme	INTASME	I-n-Tasmé	I-n-Tasme		2006-11-06	1,2,3,4	1			1993-09-01		
3	6334890	6547680	16.420278	5.780833	16:25:13N	5:46:51E	31QGU9699417464	NE31-16	L	LCTY		NG	06				N				EKARATAT	Ekaratat	Ekaratat	EKARATAT	Ekaratat	Ekaratat		2006-11-06	1,2,3,4	1			1993-09-01		
3	6334901	6547691	16.410278	5.606667	16:24:37N	5:36:24E	31QGU7839616109	NE31-16	L	LCTY		NG	06				N				AKARAZRAZ	Akarazraz	Akarazraz	AKARAZRAZ	Akarazraz	Akarazraz		2006-11-06	1,2,3,4	1			1993-09-01		
3	6329927	6541296	16.633056	7.719167	16:37:59N	7:43:09E	32QLD6339239400	NE32-14	L	LCTY		NG	01				N				MAKATAN	Makatan	Makatan	MAKATAN	Makatan	Makatan		2006-09-15	1,2,3,4	1			1993-09-01		
3	6329930	6541299	16.558333	7.669722	16:33:30N	7:40:11E	32QLD5806331166	NE32-14	L	LCTY		NG	01				N				IGEREN	Igéren	Igeren	IGEREN	Igéren	Igeren		2006-09-15	1,2,3,4	1			1993-09-01		
3	6329932	6541301	16.530833	7.666389	16:31:51N	7:39:59E	32QLD5768728126	NE32-14	L	LCTY		NG	01				N				TAZEYT	Tazéyt	Tazeyt	TAZEYT	Tazéyt	Tazeyt		2006-09-15	1,2,3,4	1			1993-09-01		
3	6329934	6541303	16.605278	7.369167	16:36:19N	7:22:09E	32QLD2603036597	NE32-13	L	LCTY		NG	01				N				TATES	Tates	Tates	TATES	Tates	Tates		2006-09-15	1,2,3,4	1			1993-09-01		
3	6329941	6541310	16.638889	7.223333	16:38:20N	7:13:24E	32QLD1050240449	NE32-13	L	AREA		NG	01				N				ENAT	Enat	Enat	ENAT	Enat	Enat		2006-09-15	1,2,3,4	1			1993-09-01		
3	6336733	6552746	19.110556	9.12	19:06:38N	9:07:12E	32QNG1262213065	NE32-03	L	AREA		NG	01				N				IZANE	Izane	Izane	IZANE	Izane	Izane		2006-11-16	1,2,3,4	1			1993-09-01		
3	6334830	6547620	16.479444	5.633889	16:28:46N	5:38:02E	31QGU8120623804	NE31-16	L	LCTY		NG	06				N				CHINEGAYAT	Chinégayat	Chinegayat	CHINEGAYAT	Chinégayat	Chinegayat		2006-11-06	1,2,3,4	1			1993-09-01		
3	6334835	6547625	16.188333	5.837778	16:11:18N	5:50:16E	31QHT0343891864	NE31-16	L	LCTY		NG	06				N				INTAROUDA	I-n-Tarouda	I-n-Tarouda	INTAROUDA	I-n-Tarouda	I-n-Tarouda		2006-11-06	1,2,3,4	1			1993-09-01		
3	6334836	6547626	16.013056	5.785278	16:00:47N	5:47:07E	31QGT9808272379	NE31-16	L	LCTY		NG	06				N				ASSERERA	Asséréra	Asserera	ASSERERA	Asséréra	Asserera		2006-11-06	1,2,3,4	1			1993-09-01		
3	6334854	6547644	16.961111	5.916667	16:57:40N	5:55:00E	31QHU1063677561	NE31-16	L	AREA		NG	06				N				ELGHAFIAT	Elghafiat	Elghafiat	ELGHAFIAT	Elghafiat	Elghafiat		2006-11-06	1,2,3,4	1			1993-09-01		
3	6330180	6541603	17.974167	6.144167	17:58:27N	6:08:39E	32QJE9752889655	NE32-09	L	AREA		NG	01				N				TCHIGIGHNAME	Tchi Gighname	Tchi Gighname	TCHIGIGHNAME	Tchi Gighname	Tchi Gighname		2006-09-27	1,2,3,4	1			2006-09-26		
3	6330180	9331651	17.974167	6.144167	17:58:27N	6:08:39E	32QJE9752889655	NE32-09	L	AREA		NG	01				V				TCHIGIRHNAME	Tchi Girhname	Tchi Girhname	TCHIGIRHNAME	Tchi Girhname	Tchi Girhname		2006-09-27	1,2,3,4				2006-09-26		
3	6330182	9331662	17.893611	6.501389	17:53:37N	6:30:05E	32QKE3526480190	NE32-09	L	LCTY		NG	01				N				TAMATEDGHIT	Tamat Edghit	Tamat Edghit	TAMATEDGHIT	Tamat Edghit	Tamat Edghit		2006-09-27	1,2,3,4	1			2006-09-26		
3	6330182	6541605	17.893611	6.501389	17:53:37N	6:30:05E	32QKE3526480190	NE32-09	L	LCTY		NG	01				V				TAMATEDRHIT	Tamat Edrhit	Tamat Edrhit	TAMATEDRHIT	Tamat Edrhit	Tamat Edrhit		2006-09-27	1,2,3,4				2006-09-26		
